Power: 0.0W | RAM: 19.39MB
2025-03-11 05:32:01 - CPU: 0.00% - Memory: 379.95MB - Power: 0.11W
2025-03-11 05:32:07 - CPU: 0.00% - Memory: 379.95MB - Power: 0.11W
2025-03-11 05:32:13 - CPU: 0.00% - Memory: 380.13MB - Power: 0.11W
2025-03-11 05:32:19 - CPU: 0.00% - Memory: 380.13MB - Power: 0.11W
2025-03-11 05:32:25 - CPU: 0.00% - Memory: 380.13MB - Power: 0.11W
2025-03-11 05:32:31 - CPU: 0.00% - Memory: 380.14MB - Power: 0.11W
2025-03-11 05:32:37 - CPU: 0.00% - Memory: 380.14MB - Power: 0.11W
2025-03-11 05:32:44 - CPU: 0.00% - Memory: 380.14MB - Power: 0.11W
2025-03-11 05:42:17 - CPU: 0.00% - Memory: 423.38MB - Power: 0.12W
2025-03-11 05:42:23 - CPU: 4.60% - Memory: 432.57MB - Power: 1.78W
2025-03-11 05:42:29 - CPU: 6.30% - Memory: 441.59MB - Power: 2.40W
2025-03-11 05:42:36 - CPU: 7.70% - Memory: 451.08MB - Power: 2.90W
2025-03-11 05:42:42 - CPU: 11.40% - Memory: 311.30MB - Power: 4.20W
2025-03-11 05:42:48 - CPU: 17.60% - Memory: 279.39MB - Power: 6.42W
2025-03-11 05:42:54 - CPU: 8.20% - Memory: 287.48MB - Power: 3.04W
2025-03-11 05:43:00 - CPU: 4.80% - Memory: 288.90MB - Power: 1.81W
2025-03-11 05:43:06 - CPU: 14.20% - Memory: 289.79MB - Power: 5.20W
2025-03-11 05:43:12 - CPU: 9.20% - Memory: 288.75MB - Power: 3.40W
2025-03-11 05:43:19 - CPU: 9.90% - Memory: 288.87MB - Power: 3.65W
2025-03-11 05:43:25 - CPU: 8.90% - Memory: 294.21MB - Power: 3.29W
2025-03-11 05:43:31 - CPU: 4.30% - Memory: 291.81MB - Power: 1.63W
2025-03-11 05:43:37 - CPU: 4.80% - Memory: 295.45MB - Power: 1.81W
2025-03-11 05:43:43 - CPU: 16.30% - Memory: 301.85MB - Power: 5.96W
2025-03-11 05:43:49 - CPU: 14.30% - Memory: 302.50MB - Power: 5.24W
2025-03-11 05:43:55 - CPU: 42.80% - Memory: 319.31MB - Power: 15.50W
2025-03-11 05:44:02 - CPU: 23.20% - Memory: 333.19MB - Power: 8.45W
2025-03-11 05:44:08 - CPU: 18.50% - Memory: 431.74MB - Power: 6.79W
2025-03-11 05:44:14 - CPU: 16.80% - Memory: 547.98MB - Power: 6.21W
2025-03-11 05:44:20 - CPU: 14.50% - Memory: 545.66MB - Power: 5.38W
2025-03-11 05:44:26 - CPU: 10.50% - Memory: 555.09MB - Power: 3.94W
2025-03-11 05:44:32 - CPU: 7.70% - Memory: 544.93MB - Power: 2.93W
2025-03-11 05:44:38 - CPU: 4.10% - Memory: 535.40MB - Power: 1.63W
2025-03-11 05:44:45 - CPU: 5.60% - Memory: 267.41MB - Power: 2.09W
2025-03-11 05:44:51 - CPU: 0.30% - Memory: 264.57MB - Power: 0.19W
2025-03-11 05:44:57 - CPU: 0.50% - Memory: 246.54MB - Power: 0.25W
2025-03-11 05:45:03 - CPU: 0.30% - Memory: 246.55MB - Power: 0.18W
2025-03-11 05:45:09 - CPU: 0.00% - Memory: 245.39MB - Power: 0.07W
2025-03-11 05:45:15 - CPU: 0.30% - Memory: 245.40MB - Power: 0.18W
2025-03-11 05:45:21 - CPU: 5.10% - Memory: 278.52MB - Power: 1.92W
2025-03-11 05:45:27 - CPU: 28.40% - Memory: 387.11MB - Power: 10.34W
2025-03-11 05:45:34 - CPU: 13.60% - Memory: 490.06MB - Power: 5.04W
2025-03-11 05:45:40 - CPU: 9.40% - Memory: 508.08MB - Power: 3.53W
2025-03-11 05:45:46 - CPU: 7.20% - Memory: 274.09MB - Power: 2.67W
2025-03-11 05:45:52 - CPU: 0.30% - Memory: 270.25MB - Power: 0.19W
2025-03-11 05:45:58 - CPU: 0.00% - Memory: 271.95MB - Power: 0.08W
2025-03-11 05:46:04 - CPU: 0.80% - Memory: 272.89MB - Power: 0.37W
2025-03-11 05:46:10 - CPU: 0.00% - Memory: 252.62MB - Power: 0.07W
2025-03-11 05:46:17 - CPU: 0.00% - Memory: 252.75MB - Power: 0.07W
2025-03-11 05:46:23 - CPU: 0.50% - Memory: 252.77MB - Power: 0.25W
2025-03-11 05:46:29 - CPU: 0.00% - Memory: 250.42MB - Power: 0.07W
2025-03-11 05:46:35 - CPU: 0.50% - Memory: 268.25MB - Power: 0.26W
2025-03-11 05:46:41 - CPU: 0.00% - Memory: 268.31MB - Power: 0.08W
2025-03-11 05:46:47 - CPU: 0.00% - Memory: 268.31MB - Power: 0.08W
2025-03-11 05:46:53 - CPU: 0.00% - Memory: 253.06MB - Power: 0.07W
2025-03-11 05:47:00 - CPU: 0.00% - Memory: 253.06MB - Power: 0.07W
2025-03-11 05:47:06 - CPU: 0.00% - Memory: 253.06MB - Power: 0.07W
2025-03-11 05:47:12 - CPU: 0.00% - Memory: 250.60MB - Power: 0.07W
2025-03-11 12:48:01 - CPU: 0.00% - Memory: 287.44MB - Power: 0.08W
2025-03-11 12:48:08 - CPU: 1.30% - Memory: 287.40MB - Power: 0.55W
2025-03-11 12:48:14 - CPU: 6.40% - Memory: 357.68MB - Power: 2.41W
2025-03-11 12:48:20 - CPU: 14.50% - Memory: 372.07MB - Power: 5.33W
2025-03-11 12:48:26 - CPU: 20.80% - Memory: 387.07MB - Power: 7.60W
2025-03-11 12:48:32 - CPU: 40.70% - Memory: 392.95MB - Power: 14.77W
2025-03-11 12:48:38 - CPU: 43.30% - Memory: 420.73MB - Power: 15.71W
2025-03-11 12:48:44 - CPU: 10.20% - Memory: 419.29MB - Power: 3.79W
2025-03-11 12:48:51 - CPU: 18.00% - Memory: 404.26MB - Power: 6.60W
2025-03-11 12:48:57 - CPU: 1.30% - Memory: 399.43MB - Power: 0.59W
2025-03-11 12:49:03 - CPU: 5.10% - Memory: 400.98MB - Power: 1.95W
2025-03-11 12:49:09 - CPU: 15.00% - Memory: 437.52MB - Power: 5.53W
2025-03-11 12:49:15 - CPU: 22.10% - Memory: 440.14MB - Power: 8.08W
2025-03-11 12:49:21 - CPU: 44.50% - Memory: 443.21MB - Power: 16.15W
2025-03-11 12:49:27 - CPU: 75.90% - Memory: 437.36MB - Power: 27.45W
2025-03-11 12:49:33 - CPU: 52.40% - Memory: 426.15MB - Power: 18.99W
2025-03-11 12:49:39 - CPU: 9.20% - Memory: 417.18MB - Power: 3.43W
2025-03-11 12:49:46 - CPU: 2.10% - Memory: 159.42MB - Power: 0.80W
2025-03-11 12:49:52 - CPU: 0.00% - Memory: 159.44MB - Power: 0.05W
2025-03-11 12:49:58 - CPU: 0.00% - Memory: 159.44MB - Power: 0.05W
2025-03-11 12:50:04 - CPU: 0.00% - Memory: 159.44MB - Power: 0.05W
2025-03-11 12:50:10 - CPU: 0.00% - Memory: 159.45MB - Power: 0.05W
2025-03-11 12:50:16 - CPU: 0.00% - Memory: 159.45MB - Power: 0.05W
2025-03-11 12:50:22 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:50:28 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:50:35 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:50:41 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:50:47 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:50:53 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:50:59 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:05 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:12 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:18 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:24 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:30 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:36 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:43 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:49 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:51:55 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:52:01 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:52:07 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:52:14 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:52:20 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:52:26 - CPU: 0.00% - Memory: 161.17MB - Power: 0.05W
2025-03-11 12:52:32 - CPU: 23.10% - Memory: 469.94MB - Power: 8.45W
2025-03-11 12:52:38 - CPU: 50.30% - Memory: 464.26MB - Power: 18.24W
2025-03-11 12:52:44 - CPU: 42.00% - Memory: 464.94MB - Power: 15.26W
2025-03-11 12:52:50 - CPU: 10.50% - Memory: 459.06MB - Power: 3.91W
2025-03-11 12:52:56 - CPU: 4.60% - Memory: 463.63MB - Power: 1.79W
2025-03-14 00:09:40 - CPU: 0.00% - Memory: 214.87MB - Power: 0.06W
2025-03-14 00:09:46 - CPU: 0.30% - Memory: 214.87MB - Power: 0.17W
2025-03-14 00:09:52 - CPU: 0.30% - Memory: 215.27MB - Power: 0.17W
2025-03-14 00:09:58 - CPU: 0.00% - Memory: 215.28MB - Power: 0.06W
2025-03-14 00:10:04 - CPU: 0.30% - Memory: 215.31MB - Power: 0.17W
2025-03-14 00:10:11 - CPU: 0.00% - Memory: 215.46MB - Power: 0.06W
2025-03-14 00:10:17 - CPU: 0.00% - Memory: 215.47MB - Power: 0.06W
2025-03-14 00:10:23 - CPU: 0.00% - Memory: 215.50MB - Power: 0.06W
2025-03-14 00:10:29 - CPU: 0.00% - Memory: 215.54MB - Power: 0.06W
2025-03-14 00:10:35 - CPU: 1.50% - Memory: 215.88MB - Power: 0.60W
2025-03-14 00:10:41 - CPU: 0.00% - Memory: 214.96MB - Power: 0.06W
2025-03-14 00:10:47 - CPU: 0.00% - Memory: 214.98MB - Power: 0.06W
2025-03-14 00:10:54 - CPU: 0.00% - Memory: 215.00MB - Power: 0.06W
2025-03-14 00:11:00 - CPU: 0.00% - Memory: 215.02MB - Power: 0.06W
2025-03-14 00:11:06 - CPU: 0.00% - Memory: 215.04MB - Power: 0.06W
2025-03-14 00:11:12 - CPU: 0.00% - Memory: 215.05MB - Power: 0.06W
2025-03-14 00:11:18 - CPU: 0.00% - Memory: 215.08MB - Power: 0.06W
2025-03-14 00:11:24 - CPU: 0.00% - Memory: 215.09MB - Power: 0.06W
2025-03-14 00:11:30 - CPU: 0.00% - Memory: 215.11MB - Power: 0.06W
2025-03-14 00:11:36 - CPU: 0.00% - Memory: 215.14MB - Power: 0.06W
2025-03-14 00:11:42 - CPU: 0.00% - Memory: 215.15MB - Power: 0.06W
2025-03-14 00:11:49 - CPU: 0.00% - Memory: 215.13MB - Power: 0.06W
2025-03-14 00:11:55 - CPU: 0.00% - Memory: 215.15MB - Power: 0.06W
2025-03-14 00:12:01 - CPU: 0.00% - Memory: 215.14MB - Power: 0.06W
2025-03-14 00:12:07 - CPU: 0.00% - Memory: 215.21MB - Power: 0.06W
2025-03-14 00:12:13 - CPU: 0.00% - Memory: 215.20MB - Power: 0.06W
2025-03-14 00:12:19 - CPU: 0.00% - Memory: 215.20MB - Power: 0.06W
2025-03-14 00:12:25 - CPU: 0.00% - Memory: 215.20MB - Power: 0.06W
2025-03-14 00:12:31 - CPU: 0.50% - Memory: 222.95MB - Power: 0.25W
2025-03-14 00:12:38 - CPU: 0.30% - Memory: 222.95MB - Power: 0.17W
2025-03-14 00:12:44 - CPU: 0.00% - Memory: 222.95MB - Power: 0.07W
2025-03-14 00:12:50 - CPU: 0.00% - Memory: 222.95MB - Power: 0.07W
2025-03-14 00:12:56 - CPU: 0.00% - Memory: 221.02MB - Power: 0.06W
2025-03-14 00:13:02 - CPU: 0.00% - Memory: 221.01MB - Power: 0.06W
2025-03-14 00:13:08 - CPU: 0.30% - Memory: 221.16MB - Power: 0.17W
2025-03-14 00:13:14 - CPU: 0.00% - Memory: 221.19MB - Power: 0.06W
2025-03-14 00:13:21 - CPU: 0.30% - Memory: 221.00MB - Power: 0.17W
2025-03-14 00:13:27 - CPU: 0.70% - Memory: 221.38MB - Power: 0.32W
2025-03-14 00:13:33 - CPU: 0.00% - Memory: 221.37MB - Power: 0.06W
2025-03-14 00:13:39 - CPU: 0.00% - Memory: 221.60MB - Power: 0.06W
2025-03-14 00:14:05 - CPU: 0.00% - Memory: 221.60MB - Power: 0.06W
2025-03-14 00:14:11 - CPU: 1.00% - Memory: 95.68MB - Power: 0.39W
2025-03-14 00:14:18 - CPU: 0.00% - Memory: 95.68MB - Power: 0.03W
2025-03-14 00:14:24 - CPU: 4.10% - Memory: 276.25MB - Power: 1.56W
2025-03-14 00:14:30 - CPU: 4.90% - Memory: 275.46MB - Power: 1.84W
2025-03-14 00:14:36 - CPU: 6.10% - Memory: 282.07MB - Power: 2.28W
2025-03-14 00:19:48 - CPU: 0.00% - Memory: 280.05MB - Power: 0.08W
2025-03-14 00:19:55 - CPU: 0.50% - Memory: 280.07MB - Power: 0.26W
2025-03-14 00:20:01 - CPU: 0.30% - Memory: 280.18MB - Power: 0.19W
2025-03-14 00:20:07 - CPU: 0.00% - Memory: 280.18MB - Power: 0.08W
2025-03-14 00:20:13 - CPU: 0.00% - Memory: 280.18MB - Power: 0.08W
2025-03-14 00:20:19 - CPU: 0.00% - Memory: 280.17MB - Power: 0.08W
2025-03-14 00:20:25 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:20:31 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:20:38 - CPU: 0.30% - Memory: 280.16MB - Power: 0.19W
2025-03-14 00:20:44 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:20:50 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:20:56 - CPU: 0.30% - Memory: 280.16MB - Power: 0.19W
2025-03-14 00:21:02 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:08 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:14 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:21 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:27 - CPU: 0.30% - Memory: 280.16MB - Power: 0.19W
2025-03-14 00:21:33 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:39 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:45 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:52 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:21:58 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:22:04 - CPU: 0.50% - Memory: 280.16MB - Power: 0.26W
2025-03-14 00:22:10 - CPU: 0.30% - Memory: 280.16MB - Power: 0.19W
2025-03-14 00:22:16 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:22:23 - CPU: 0.00% - Memory: 280.16MB - Power: 0.08W
2025-03-14 00:22:29 - CPU: 0.00% - Memory: 280.15MB - Power: 0.08W
2025-03-14 00:22:35 - CPU: 0.00% - Memory: 280.15MB - Power: 0.08W
2025-03-14 00:22:41 - CPU: 0.00% - Memory: 280.15MB - Power: 0.08W
2025-03-14 00:22:47 - CPU: 0.00% - Memory: 280.15MB - Power: 0.08W
2025-03-14 00:22:53 - CPU: 0.00% - Memory: 280.14MB - Power: 0.08W
2025-03-14 00:23:00 - CPU: 0.00% - Memory: 280.14MB - Power: 0.08W
2025-03-14 00:23:06 - CPU: 0.00% - Memory: 280.14MB - Power: 0.08W
2025-03-14 00:23:12 - CPU: 0.30% - Memory: 280.14MB - Power: 0.19W
2025-03-14 00:23:18 - CPU: 0.30% - Memory: 280.14MB - Power: 0.19W
2025-03-14 00:23:24 - CPU: 0.20% - Memory: 280.14MB - Power: 0.15W
2025-03-14 00:23:31 - CPU: 0.00% - Memory: 280.14MB - Power: 0.08W
2025-03-14 00:23:37 - CPU: 0.20% - Memory: 280.14MB - Power: 0.15W
2025-03-14 00:23:43 - CPU: 0.00% - Memory: 280.14MB - Power: 0.08W
2025-03-14 00:23:49 - CPU: 0.00% - Memory: 280.17MB - Power: 0.08W
2025-03-14 00:23:56 - CPU: 0.00% - Memory: 280.17MB - Power: 0.08W
2025-03-14 00:24:02 - CPU: 0.00% - Memory: 280.17MB - Power: 0.08W
2025-03-14 00:24:08 - CPU: 0.00% - Memory: 280.18MB - Power: 0.08W
2025-03-14 00:24:14 - CPU: 0.00% - Memory: 280.18MB - Power: 0.08W
2025-03-14 00:24:20 - CPU: 0.30% - Memory: 280.18MB - Power: 0.19W
2025-03-14 00:24:26 - CPU: 0.00% - Memory: 280.18MB - Power: 0.08W
2025-03-14 00:24:32 - CPU: 0.00% - Memory: 280.08MB - Power: 0.08W
2025-03-14 00:24:39 - CPU: 0.00% - Memory: 279.95MB - Power: 0.08W
2025-03-14 00:24:45 - CPU: 0.30% - Memory: 279.86MB - Power: 0.19W
2025-03-14 08:08:03 - CPU: 0.00% - Memory: 275.39MB - Power: 0.08W
2025-03-14 08:08:09 - CPU: 9.60% - Memory: 283.91MB - Power: 3.54W
2025-03-14 08:08:15 - CPU: 0.50% - Memory: 282.12MB - Power: 0.26W
2025-03-14 08:08:21 - CPU: 7.10% - Memory: 285.41MB - Power: 2.64W
2025-03-14 08:08:28 - CPU: 0.00% - Memory: 285.38MB - Power: 0.08W
2025-03-14 08:08:34 - CPU: 21.80% - Memory: 289.21MB - Power: 7.93W
2025-03-14 08:08:40 - CPU: 35.30% - Memory: 315.32MB - Power: 12.80W
2025-03-14 08:08:46 - CPU: 12.00% - Memory: 314.92MB - Power: 4.41W
2025-03-14 08:08:52 - CPU: 12.70% - Memory: 327.01MB - Power: 4.67W
2025-03-14 08:08:58 - CPU: 28.30% - Memory: 387.13MB - Power: 10.30W
2025-03-14 08:09:04 - CPU: 21.00% - Memory: 379.48MB - Power: 7.67W
2025-03-14 08:09:11 - CPU: 6.90% - Memory: 378.20MB - Power: 2.59W
2025-03-14 08:09:17 - CPU: 2.80% - Memory: 373.21MB - Power: 1.12W
2025-03-14 08:10:31 - CPU: 42.60% - Memory: 282.16MB - Power: 15.42W
2025-03-14 08:10:37 - CPU: 16.90% - Memory: 297.83MB - Power: 6.17W
2025-03-14 08:10:43 - CPU: 11.40% - Memory: 303.73MB - Power: 4.19W
2025-03-14 08:10:50 - CPU: 7.40% - Memory: 315.62MB - Power: 2.76W
2025-03-14 08:10:56 - CPU: 8.70% - Memory: 328.41MB - Power: 3.23W
2025-03-14 08:11:02 - CPU: 15.70% - Memory: 334.07MB - Power: 5.75W
2025-03-14 08:11:08 - CPU: 0.50% - Memory: 320.16MB - Power: 0.27W
2025-03-14 08:11:14 - CPU: 0.00% - Memory: 320.18MB - Power: 0.09W
2025-03-14 08:11:20 - CPU: 0.00% - Memory: 320.16MB - Power: 0.09W
2025-03-14 08:11:26 - CPU: 0.00% - Memory: 320.16MB - Power: 0.09W
2025-03-14 08:11:33 - CPU: 0.30% - Memory: 320.31MB - Power: 0.20W
2025-03-14 08:11:39 - CPU: 0.00% - Memory: 319.84MB - Power: 0.09W
2025-03-14 08:11:45 - CPU: 0.00% - Memory: 319.84MB - Power: 0.09W
2025-03-14 08:11:51 - CPU: 0.00% - Memory: 319.81MB - Power: 0.09W
2025-03-14 08:11:57 - CPU: 0.20% - Memory: 319.79MB - Power: 0.17W
2025-03-14 08:12:04 - CPU: 0.00% - Memory: 319.78MB - Power: 0.09W
2025-03-14 08:12:10 - CPU: 0.00% - Memory: 319.78MB - Power: 0.09W
2025-03-14 08:12:16 - CPU: 0.00% - Memory: 319.78MB - Power: 0.09W
2025-03-14 08:12:22 - CPU: 0.00% - Memory: 317.90MB - Power: 0.09W
2025-03-14 08:12:28 - CPU: 0.30% - Memory: 317.98MB - Power: 0.20W
2025-03-14 08:12:34 - CPU: 0.00% - Memory: 318.01MB - Power: 0.09W
2025-03-14 08:12:40 - CPU: 0.00% - Memory: 318.01MB - Power: 0.09W
2025-03-14 08:12:47 - CPU: 0.00% - Memory: 317.62MB - Power: 0.09W
2025-03-14 08:12:53 - CPU: 0.00% - Memory: 317.61MB - Power: 0.09W
2025-03-14 08:12:59 - CPU: 0.00% - Memory: 317.61MB - Power: 0.09W
2025-03-14 08:13:05 - CPU: 0.00% - Memory: 317.61MB - Power: 0.09W
2025-03-14 08:13:11 - CPU: 0.00% - Memory: 317.62MB - Power: 0.09W
2025-03-14 08:13:17 - CPU: 0.00% - Memory: 317.62MB - Power: 0.09W
2025-03-14 08:13:23 - CPU: 0.00% - Memory: 317.64MB - Power: 0.09W
2025-03-14 08:13:30 - CPU: 0.00% - Memory: 317.64MB - Power: 0.09W
2025-03-14 08:13:36 - CPU: 0.00% - Memory: 317.65MB - Power: 0.09W
2025-03-14 08:13:42 - CPU: 1.00% - Memory: 317.47MB - Power: 0.45W
2025-03-14 08:13:48 - CPU: 0.50% - Memory: 318.39MB - Power: 0.27W
2025-03-14 08:13:54 - CPU: 0.00% - Memory: 318.42MB - Power: 0.09W
2025-03-14 08:14:00 - CPU: 0.00% - Memory: 318.42MB - Power: 0.09W
2025-03-14 08:14:07 - CPU: 0.00% - Memory: 318.42MB - Power: 0.09W
2025-03-14 08:14:13 - CPU: 0.30% - Memory: 318.42MB - Power: 0.20W
2025-03-14 08:14:19 - CPU: 0.00% - Memory: 318.42MB - Power: 0.09W
2025-03-14 08:14:25 - CPU: 0.30% - Memory: 318.57MB - Power: 0.20W
2025-03-14 08:14:31 - CPU: 0.00% - Memory: 318.57MB - Power: 0.09W
2025-03-14 08:14:38 - CPU: 0.30% - Memory: 318.57MB - Power: 0.20W
2025-03-14 08:14:44 - CPU: 0.00% - Memory: 318.57MB - Power: 0.09W
2025-03-14 08:14:50 - CPU: 0.80% - Memory: 319.23MB - Power: 0.38W
2025-03-14 08:14:56 - CPU: 0.00% - Memory: 319.23MB - Power: 0.09W
2025-03-14 08:15:02 - CPU: 0.00% - Memory: 319.19MB - Power: 0.09W
2025-03-14 08:15:08 - CPU: 0.00% - Memory: 319.19MB - Power: 0.09W
2025-03-14 08:15:15 - CPU: 0.00% - Memory: 319.19MB - Power: 0.09W
2025-03-14 08:15:21 - CPU: 0.00% - Memory: 319.18MB - Power: 0.09W
2025-03-14 08:15:27 - CPU: 0.30% - Memory: 319.16MB - Power: 0.20W
